Document ID,Passage,Entity 1,Relation,Entity 2
24739405,"OBJECTIVE: To examine the effects of dehydroepiandrosterone (DHEA) on animal models of schizophrenia. METHODS: Seventy Swiss albino female mice (25-35 g) were divided into 4 groups: amphetamine-free (control), amphetamine, 50, and 100 mg/kg DHEA. The DHEA was administered intraperitoneally (ip) for 5 days. Amphetamine (3 mg/kg ip) induced hyper locomotion, apomorphine (1.5 mg/kg subcutaneously [sc]) induced climbing, and haloperidol (1.5 mg/kg sc) induced catalepsy tests were used as animal models of schizophrenia. The study was conducted at the Animal Experiment Laboratories, Department of Pharmacology, Medical School, Eskisehir Osmangazi University, Eskisehir, Turkey between March and May 2012. Statistical analysis was carried out using Kruskal-Wallis test for hyper locomotion, and one-way ANOVA for climbing and catalepsy tests. RESULTS: In the amphetamine-induced locomotion test, there were significant increases in all movements compared with the amphetamine-free group. Both DHEA 50 mg/kg (p<0.05), and 100 mg/kg (p<0.01) significantly decreased all movements compared with the amphetamine-induced locomotion group. There was a significant difference between groups in the haloperidol-induced catalepsy test (p<0.05). There was no significant difference between groups in terms of total climbing time in the apomorphine-induced climbing test (p>0.05). CONCLUSION: We observed that DHEA reduced locomotor activity and increased catalepsy at both doses, while it had no effect on climbing behavior. We suggest that DHEA displays typical neuroleptic-like effects, and may be used in the treatment of schizophrenia.",D003687,Positive_Correlation,D002375
18439803,Acute effects of N-(2-propylpentanoyl)urea on hippocampal amino acid neurotransmitters in pilocarpine-induced seizure in rats.,C108761,Association,D005998
16731636,Enhanced isoproterenol-induced cardiac hypertrophy in transgenic rats with low brain angiotensinogen.,24179,Association,D006332
19789368,Vitamin D receptor expression is associated with PIK3CA and KRAS mutations in colorectal cancer.,5290,Association,D015179
16844102,Effect of alpha-tocopherol and deferoxamine on methamphetamine-induced neurotoxicity.,D008694,Positive_Correlation,D005334
16731636,Enhanced isoproterenol-induced cardiac hypertrophy in transgenic rats with low brain angiotensinogen.,24925,Positive_Correlation,D007545
16428827,"The choline acetyltransferase (ChAT) activator, which enhances cholinergic transmission via an augmentation of the enzymatic production of acetylcholine (ACh), is an important factor in the treatment of Alzheimer's disease (AD). Methanolic extracts from Pueraria thunbergiana exhibited an activation effect (46%) on ChAT in vitro. Via the sequential isolation of Pueraria thunbergiana, the active component was ultimately identified as daidzein (4',7-dihydroxy-isoflavone). In order to investigate the effects of daidzein from Pueraria thunbergiana on scopolamine-induced impairments of learning and memory, we conducted a series of in vivo tests. Administration of daidzein (4.5 mg/kg body weight) to mice was shown significantly to reverse scopolamine-induced amnesia, according to the results of a Y-maze test. Injections of scopolamine into mice resulted in impaired performance on Y-maze tests (a 37% decreases in alternation behavior). By way of contrast, mice treated with daidzein prior to the scopolamine injections were noticeably protected from this performance impairment (an approximately 12%-21% decrease in alternation behavior). These results indicate that daidzein might play a role in acetylcholine biosynthesis as a ChAT activator, and that it also ameliorates scopolamine-induced amnesia.",D012601,Positive_Correlation,D007859|D008569
19789368,Vitamin D receptor expression is associated with PIK3CA and KRAS mutations in colorectal cancer.,7421,Association,5290
18439803,Acute effects of N-(2-propylpentanoyl)urea on hippocampal amino acid neurotransmitters in pilocarpine-induced seizure in rats.,C108761,Association,D005680
15036754,Organophosphate-induced convulsions and prevention of neuropathological damages.,D012524,Negative_Correlation,65036
16428827,"The choline acetyltransferase (ChAT) activator, which enhances cholinergic transmission via an augmentation of the enzymatic production of acetylcholine (ACh), is an important factor in the treatment of Alzheimer's disease (AD). Methanolic extracts from Pueraria thunbergiana exhibited an activation effect (46%) on ChAT in vitro. Via the sequential isolation of Pueraria thunbergiana, the active component was ultimately identified as daidzein (4',7-dihydroxy-isoflavone). In order to investigate the effects of daidzein from Pueraria thunbergiana on scopolamine-induced impairments of learning and memory, we conducted a series of in vivo tests. Administration of daidzein (4.5 mg/kg body weight) to mice was shown significantly to reverse scopolamine-induced amnesia, according to the results of a Y-maze test. Injections of scopolamine into mice resulted in impaired performance on Y-maze tests (a 37% decreases in alternation behavior). By way of contrast, mice treated with daidzein prior to the scopolamine injections were noticeably protected from this performance impairment (an approximately 12%-21% decrease in alternation behavior). These results indicate that daidzein might play a role in acetylcholine biosynthesis as a ChAT activator, and that it also ameliorates scopolamine-induced amnesia.",C004742,Negative_Correlation,D012601
24739405,Effects of dehydroepiandrosterone in amphetamine-induced schizophrenia models in mice.,D003687,Negative_Correlation,D012559
16844102,"Methamphetamine (MA)-induced dopaminergic neurotoxicity is believed to be associated with the increased formation of free radicals. This study examined the effect of alpha-tocopherol (alpha-TC), a scavenger of reactive oxygen species, and deferoxamine (DFO), an iron chelator, on the MA-induced neurotoxicity. Male rats were treated with MA (10 mg/kg, every 2 h for four injections). The rat received either alpha-TC (20 mg/kg) intraperitoneally for 3 days and 30 min prior to MA administration or DFO (50 mg/kg) subcutaneously 30 min before MA administration. The concentrations of dopamine (DA), serotonin and their metabolites decreased significantly after MA administration, which was inhibited by the alpha-TC and DFO pretreatment. alpha-TC and DFO attenuated the MA-induced hyperthermia as well as the alterations in the locomotor activity. The level of lipid peroxidation was higher and the reduced glutathione concentration was lower in the MA-treated rats. These changes were significantly attenuated by alpha-TC and DFO. This suggests that alpha-TC and DFO ameliorate the MA-induced neuronal damage by decreasing the level of oxidative stress.",D003676,Negative_Correlation,D008694
15036754,Organophosphate-induced convulsions and prevention of neuropathological damages.,C048599,Cotreatment,D001285
18439803,Acute effects of N-(2-propylpentanoyl)urea on hippocampal amino acid neurotransmitters in pilocarpine-induced seizure in rats.,D014635,Negative_Correlation,D001224
15036754,Organophosphate-induced convulsions and prevention of neuropathological damages.,D001285,Negative_Correlation,D007531
21750150,Homozygously deleted gene DACH1 regulates tumor-initiating activity of glioma cells.,2247,Association,D005910
16844102,Effect of alpha-tocopherol and deferoxamine on methamphetamine-induced neurotoxicity.,D003676,Positive_Correlation,D012701
19789368,"Vitamin D is associated with decreased risks of various cancers, including colon cancer. The vitamin D receptor (VDR) is a transcription factor, which plays an important role in cellular differentiation and inhibition of proliferation. A link between VDR and the RAS-mitogen-activated protein kinase (MAPK) or phosphatidylinositol 3-kinase (PI3K)-AKT pathway has been suggested. However, the prognostic role of VDR expression or its relationship with PIK3CA or KRAS mutation remains uncertain. Among 619 colorectal cancers in two prospective cohort studies, 233 (38%) tumors showed VDR overexpression by immunohistochemistry. We analyzed for PIK3CA and KRAS mutations and LINE-1 methylation by Pyrosequencing, microsatellite instability (MSI), and DNA methylation (epigenetic changes) in eight CpG island methylator phenotype (CIMP)-specific promoters [CACNA1G, CDKN2A (p16), CRABP1, IGF2, MLH1, NEUROG1, RUNX3, and SOCS1] by MethyLight (real-time PCR). VDR overexpression was significantly associated with KRAS mutation (odds ratio, 1.55; 95% confidence interval, 1.11-2.16) and PIK3CA mutation (odds ratio, 2.17; 95% confidence interval, 1.36-3.47), both of which persisted in multivariate logistic regression analysis. VDR was not independently associated with body mass index, family history of colorectal cancer, tumor location (colon versus rectum), stage, tumor grade, signet ring cells, CIMP, MSI, LINE-1 hypomethylation, BRAF, p53, p21, beta-catenin, or cyclooxygenase-2. VDR expression was not significantly related with patient survival, prognosis, or clinical outcome. In conclusion, VDR overexpression in colorectal cancer is independently associated with PIK3CA and KRAS mutations. Our data support potential interactions between the VDR, RAS-MAPK and PI3K-AKT pathways, and possible influence by KRAS or PIK3CA mutation on therapy or chemoprevention targeting VDR.",7421,Positive_Correlation,D015179
16428827,"The choline acetyltransferase (ChAT) activator, which enhances cholinergic transmission via an augmentation of the enzymatic production of acetylcholine (ACh), is an important factor in the treatment of Alzheimer's disease (AD). Methanolic extracts from Pueraria thunbergiana exhibited an activation effect (46%) on ChAT in vitro. Via the sequential isolation of Pueraria thunbergiana, the active component was ultimately identified as daidzein (4',7-dihydroxy-isoflavone). In order to investigate the effects of daidzein from Pueraria thunbergiana on scopolamine-induced impairments of learning and memory, we conducted a series of in vivo tests. Administration of daidzein (4.5 mg/kg body weight) to mice was shown significantly to reverse scopolamine-induced amnesia, according to the results of a Y-maze test. Injections of scopolamine into mice resulted in impaired performance on Y-maze tests (a 37% decreases in alternation behavior). By way of contrast, mice treated with daidzein prior to the scopolamine injections were noticeably protected from this performance impairment (an approximately 12%-21% decrease in alternation behavior). These results indicate that daidzein might play a role in acetylcholine biosynthesis as a ChAT activator, and that it also ameliorates scopolamine-induced amnesia.",D000432,Positive_Correlation,1103
19789368,Vitamin D receptor expression is associated with PIK3CA and KRAS mutations in colorectal cancer.,D014807,Negative_Correlation,D009369
16844102,"Methamphetamine (MA)-induced dopaminergic neurotoxicity is believed to be associated with the increased formation of free radicals. This study examined the effect of alpha-tocopherol (alpha-TC), a scavenger of reactive oxygen species, and deferoxamine (DFO), an iron chelator, on the MA-induced neurotoxicity. Male rats were treated with MA (10 mg/kg, every 2 h for four injections). The rat received either alpha-TC (20 mg/kg) intraperitoneally for 3 days and 30 min prior to MA administration or DFO (50 mg/kg) subcutaneously 30 min before MA administration. The concentrations of dopamine (DA), serotonin and their metabolites decreased significantly after MA administration, which was inhibited by the alpha-TC and DFO pretreatment. alpha-TC and DFO attenuated the MA-induced hyperthermia as well as the alterations in the locomotor activity. The level of lipid peroxidation was higher and the reduced glutathione concentration was lower in the MA-treated rats. These changes were significantly attenuated by alpha-TC and DFO. This suggests that alpha-TC and DFO ameliorate the MA-induced neuronal damage by decreasing the level of oxidative stress.",D003676,Negative_Correlation,D005334
18439803,"The present study aimed to investigate the anticonvulsant activity as well as the effects on the level of hippocampal amino acid neurotransmitters (glutamate, aspartate, glycine and GABA) of N-(2-propylpentanoyl)urea (VPU) in comparison to its parent compound, valproic acid (VPA). VPU was more potent than VPA, exhibiting the median effective dose (ED(50)) of 49 mg/kg in protecting rats against pilocarpine-induced seizure whereas the corresponding value for VPA was 322 mg/kg. In vivo microdialysis demonstrated that an intraperitoneal administration of pilocarpine induced a pronounced increment of hippocampal glutamate and aspartate whereas no significant change was observed on the level of glycine and GABA. Pretreatment with either VPU (50 and 100 mg/kg) or VPA (300 and 600 mg/kg) completely abolished pilocarpine-evoked increases in extracellular glutamate and aspartate. In addition, a statistically significant reduction was also observed on the level of GABA and glycine but less than a drastic reduction of glutamate and aspartate level. Based on the finding that VPU and VPA could protect the animals against pilocarpine-induced seizure it is suggested that the reduction of inhibitory amino acid neurotransmitters was comparatively minor and offset by a pronounced reduction of glutamate and aspartate. Therefore, like VPA, the finding that VPU could drastically reduce pilocarpine-induced increases in glutamate and aspartate should account, at least partly, for its anticonvulsant activity observed in pilocarpine-induced seizure in experimental animals. Some other mechanism than those being reported herein should be further investigated.",C108761,Negative_Correlation,D001224
15036754,Organophosphate-induced convulsions and prevention of neuropathological damages.,D010755,Negative_Correlation,83817
19789368,"Vitamin D is associated with decreased risks of various cancers, including colon cancer. The vitamin D receptor (VDR) is a transcription factor, which plays an important role in cellular differentiation and inhibition of proliferation. A link between VDR and the RAS-mitogen-activated protein kinase (MAPK) or phosphatidylinositol 3-kinase (PI3K)-AKT pathway has been suggested. However, the prognostic role of VDR expression or its relationship with PIK3CA or KRAS mutation remains uncertain. Among 619 colorectal cancers in two prospective cohort studies, 233 (38%) tumors showed VDR overexpression by immunohistochemistry. We analyzed for PIK3CA and KRAS mutations and LINE-1 methylation by Pyrosequencing, microsatellite instability (MSI), and DNA methylation (epigenetic changes) in eight CpG island methylator phenotype (CIMP)-specific promoters [CACNA1G, CDKN2A (p16), CRABP1, IGF2, MLH1, NEUROG1, RUNX3, and SOCS1] by MethyLight (real-time PCR). VDR overexpression was significantly associated with KRAS mutation (odds ratio, 1.55; 95% confidence interval, 1.11-2.16) and PIK3CA mutation (odds ratio, 2.17; 95% confidence interval, 1.36-3.47), both of which persisted in multivariate logistic regression analysis. VDR was not independently associated with body mass index, family history of colorectal cancer, tumor location (colon versus rectum), stage, tumor grade, signet ring cells, CIMP, MSI, LINE-1 hypomethylation, BRAF, p53, p21, beta-catenin, or cyclooxygenase-2. VDR expression was not significantly related with patient survival, prognosis, or clinical outcome. In conclusion, VDR overexpression in colorectal cancer is independently associated with PIK3CA and KRAS mutations. Our data support potential interactions between the VDR, RAS-MAPK and PI3K-AKT pathways, and possible influence by KRAS or PIK3CA mutation on therapy or chemoprevention targeting VDR.",5290,Association,207
18439803,"The present study aimed to investigate the anticonvulsant activity as well as the effects on the level of hippocampal amino acid neurotransmitters (glutamate, aspartate, glycine and GABA) of N-(2-propylpentanoyl)urea (VPU) in comparison to its parent compound, valproic acid (VPA). VPU was more potent than VPA, exhibiting the median effective dose (ED(50)) of 49 mg/kg in protecting rats against pilocarpine-induced seizure whereas the corresponding value for VPA was 322 mg/kg. In vivo microdialysis demonstrated that an intraperitoneal administration of pilocarpine induced a pronounced increment of hippocampal glutamate and aspartate whereas no significant change was observed on the level of glycine and GABA. Pretreatment with either VPU (50 and 100 mg/kg) or VPA (300 and 600 mg/kg) completely abolished pilocarpine-evoked increases in extracellular glutamate and aspartate. In addition, a statistically significant reduction was also observed on the level of GABA and glycine but less than a drastic reduction of glutamate and aspartate level. Based on the finding that VPU and VPA could protect the animals against pilocarpine-induced seizure it is suggested that the reduction of inhibitory amino acid neurotransmitters was comparatively minor and offset by a pronounced reduction of glutamate and aspartate. Therefore, like VPA, the finding that VPU could drastically reduce pilocarpine-induced increases in glutamate and aspartate should account, at least partly, for its anticonvulsant activity observed in pilocarpine-induced seizure in experimental animals. Some other mechanism than those being reported herein should be further investigated.",C108761,Association,D005680
21750150,Homozygously deleted gene DACH1 regulates tumor-initiating activity of glioma cells.,D004318,Positive_Correlation,1602
15036754,"Such organophosphorus (OP) compounds as diisopropylfluorophosphate (DFP), sarin and soman are potent inhibitors of acetylcholinesterases (AChEs) and butyrylcholinesterases (BChEs). The acute toxicity of OPs is the result of their irreversible binding with AChEs in the central nervous system (CNS), which elevates acetylcholine (ACh) levels. The protective action of subcutaneously (SC) administered antidotes or their combinations in DFP (2.0 mg/kg BW) intoxication was studied in 9-10-weeks-old Han-Wistar male rats. The rats received AChE reactivator pralidoxime-2-chloride (2PAM) (30.0 mg/kg BW), anticonvulsant diazepam (2.0 mg/kg BW), A(1)-adenosine receptor agonist N(6)-cyclopentyl adenosine (CPA) (2.0 mg/kg BW), NMDA-receptor antagonist dizocilpine maleate (+-MK801 hydrogen maleate) (2.0 mg/kg BW) or their combinations with cholinolytic drug atropine sulfate (50.0 mg/kg BW) immediately or 30 min after the single SC injection of DFP. The control rats received atropine sulfate, but also saline and olive oil instead of other antidotes and DFP, respectively. All rats were terminated either 24 h or 3 weeks after the DFP injection. The rats treated with DFP-atropine showed severe typical OP-induced toxicity signs. When CPA, diazepam or 2PAM was given immediately after DFP-atropine, these treatments prevented, delayed or shortened the occurrence of serious signs of poisoning. Atropine-MK801 did not offer any additional protection against DFP toxicity. In conclusion, CPA, diazepam and 2PAM in combination with atropine prevented the occurrence of serious signs of poisoning and thus reduced the toxicity of DFP in rat.",24408,Negative_Correlation,D016291
16844102,"Methamphetamine (MA)-induced dopaminergic neurotoxicity is believed to be associated with the increased formation of free radicals. This study examined the effect of alpha-tocopherol (alpha-TC), a scavenger of reactive oxygen species, and deferoxamine (DFO), an iron chelator, on the MA-induced neurotoxicity. Male rats were treated with MA (10 mg/kg, every 2 h for four injections). The rat received either alpha-TC (20 mg/kg) intraperitoneally for 3 days and 30 min prior to MA administration or DFO (50 mg/kg) subcutaneously 30 min before MA administration. The concentrations of dopamine (DA), serotonin and their metabolites decreased significantly after MA administration, which was inhibited by the alpha-TC and DFO pretreatment. alpha-TC and DFO attenuated the MA-induced hyperthermia as well as the alterations in the locomotor activity. The level of lipid peroxidation was higher and the reduced glutathione concentration was lower in the MA-treated rats. These changes were significantly attenuated by alpha-TC and DFO. This suggests that alpha-TC and DFO ameliorate the MA-induced neuronal damage by decreasing the level of oxidative stress.",D003676,Positive_Correlation,D004298
19789368,"Vitamin D is associated with decreased risks of various cancers, including colon cancer. The vitamin D receptor (VDR) is a transcription factor, which plays an important role in cellular differentiation and inhibition of proliferation. A link between VDR and the RAS-mitogen-activated protein kinase (MAPK) or phosphatidylinositol 3-kinase (PI3K)-AKT pathway has been suggested. However, the prognostic role of VDR expression or its relationship with PIK3CA or KRAS mutation remains uncertain. Among 619 colorectal cancers in two prospective cohort studies, 233 (38%) tumors showed VDR overexpression by immunohistochemistry. We analyzed for PIK3CA and KRAS mutations and LINE-1 methylation by Pyrosequencing, microsatellite instability (MSI), and DNA methylation (epigenetic changes) in eight CpG island methylator phenotype (CIMP)-specific promoters [CACNA1G, CDKN2A (p16), CRABP1, IGF2, MLH1, NEUROG1, RUNX3, and SOCS1] by MethyLight (real-time PCR). VDR overexpression was significantly associated with KRAS mutation (odds ratio, 1.55; 95% confidence interval, 1.11-2.16) and PIK3CA mutation (odds ratio, 2.17; 95% confidence interval, 1.36-3.47), both of which persisted in multivariate logistic regression analysis. VDR was not independently associated with body mass index, family history of colorectal cancer, tumor location (colon versus rectum), stage, tumor grade, signet ring cells, CIMP, MSI, LINE-1 hypomethylation, BRAF, p53, p21, beta-catenin, or cyclooxygenase-2. VDR expression was not significantly related with patient survival, prognosis, or clinical outcome. In conclusion, VDR overexpression in colorectal cancer is independently associated with PIK3CA and KRAS mutations. Our data support potential interactions between the VDR, RAS-MAPK and PI3K-AKT pathways, and possible influence by KRAS or PIK3CA mutation on therapy or chemoprevention targeting VDR.",7421,Association,5290
16844102,Effect of alpha-tocopherol and deferoxamine on methamphetamine-induced neurotoxicity.,D004298,Negative_Correlation,D008694
16844102,"Methamphetamine (MA)-induced dopaminergic neurotoxicity is believed to be associated with the increased formation of free radicals. This study examined the effect of alpha-tocopherol (alpha-TC), a scavenger of reactive oxygen species, and deferoxamine (DFO), an iron chelator, on the MA-induced neurotoxicity. Male rats were treated with MA (10 mg/kg, every 2 h for four injections). The rat received either alpha-TC (20 mg/kg) intraperitoneally for 3 days and 30 min prior to MA administration or DFO (50 mg/kg) subcutaneously 30 min before MA administration. The concentrations of dopamine (DA), serotonin and their metabolites decreased significantly after MA administration, which was inhibited by the alpha-TC and DFO pretreatment. alpha-TC and DFO attenuated the MA-induced hyperthermia as well as the alterations in the locomotor activity. The level of lipid peroxidation was higher and the reduced glutathione concentration was lower in the MA-treated rats. These changes were significantly attenuated by alpha-TC and DFO. This suggests that alpha-TC and DFO ameliorate the MA-induced neuronal damage by decreasing the level of oxidative stress.",D024502,Association,D008055
16731636,Enhanced isoproterenol-induced cardiac hypertrophy in transgenic rats with low brain angiotensinogen.,24925,Association,24179
15036754,"Such organophosphorus (OP) compounds as diisopropylfluorophosphate (DFP), sarin and soman are potent inhibitors of acetylcholinesterases (AChEs) and butyrylcholinesterases (BChEs). The acute toxicity of OPs is the result of their irreversible binding with AChEs in the central nervous system (CNS), which elevates acetylcholine (ACh) levels. The protective action of subcutaneously (SC) administered antidotes or their combinations in DFP (2.0 mg/kg BW) intoxication was studied in 9-10-weeks-old Han-Wistar male rats. The rats received AChE reactivator pralidoxime-2-chloride (2PAM) (30.0 mg/kg BW), anticonvulsant diazepam (2.0 mg/kg BW), A(1)-adenosine receptor agonist N(6)-cyclopentyl adenosine (CPA) (2.0 mg/kg BW), NMDA-receptor antagonist dizocilpine maleate (+-MK801 hydrogen maleate) (2.0 mg/kg BW) or their combinations with cholinolytic drug atropine sulfate (50.0 mg/kg BW) immediately or 30 min after the single SC injection of DFP. The control rats received atropine sulfate, but also saline and olive oil instead of other antidotes and DFP, respectively. All rats were terminated either 24 h or 3 weeks after the DFP injection. The rats treated with DFP-atropine showed severe typical OP-induced toxicity signs. When CPA, diazepam or 2PAM was given immediately after DFP-atropine, these treatments prevented, delayed or shortened the occurrence of serious signs of poisoning. Atropine-MK801 did not offer any additional protection against DFP toxicity. In conclusion, CPA, diazepam and 2PAM in combination with atropine prevented the occurrence of serious signs of poisoning and thus reduced the toxicity of DFP in rat.",D010755,Negative_Correlation,65036
21750150,"Loss or reduction in function of tumor suppressor genes contributes to tumorigenesis. Here, by allelic DNA copy number analysis using single-nucleotide polymorphism genotyping array and mass spectrometry, we report homozygous deletion in glioblastoma multiformes at chromosome 13q21, where DACH1 gene is located. We found decreased cell proliferation of a series of glioma cell lines by forced expression of DACH1. We then generated U87TR-Da glioma cells, where DACH1 expression could be activated by exposure of the cells to doxycycline. Both ex vivo cellular proliferation and in vivo growth of s.c. transplanted tumors in mice are reduced in U87TR-Da cells with DACH1 expression (U87-DACH1-high), compared with DACH1-nonexpressing U87TR-Da cells (U87-DACH1-low). U87-DACH1-low cells form spheroids with CD133 and Nestin expression in serum-free medium but U87-DACH1-high cells do not. Compared with spheroid-forming U87-DACH1-low cells, adherent U87-DACH1-high cells display lower tumorigenicity, indicating DACH1 decreases the number of tumor-initiating cells. Gene expression analysis and chromatin immunoprecipitation assay reveal that fibroblast growth factor 2 (FGF2/bFGF) is transcriptionally repressed by DACH1, especially in cells cultured in serum-free medium. Exogenous bFGF rescues spheroid-forming activity and tumorigenicity of the U87-DACH1-high cells, suggesting that loss of DACH1 increases the number of tumor-initiating cells through transcriptional activation of bFGF. These results illustrate that DACH1 is a distinctive tumor suppressor, which does not only suppress growth of tumor cells but also regulates bFGF-mediated tumor-initiating activity of glioma cells.",2247,Association,D009369
16844102,Effect of alpha-tocopherol and deferoxamine on methamphetamine-induced neurotoxicity.,D024502,Association,D017382
19531695,Delirium in a patient with toxic flecainide plasma concentrations: the role of a pharmacokinetic drug interaction with paroxetine.,D005424,Drug_Interaction,D017374
24739405,"OBJECTIVE: To examine the effects of dehydroepiandrosterone (DHEA) on animal models of schizophrenia. METHODS: Seventy Swiss albino female mice (25-35 g) were divided into 4 groups: amphetamine-free (control), amphetamine, 50, and 100 mg/kg DHEA. The DHEA was administered intraperitoneally (ip) for 5 days. Amphetamine (3 mg/kg ip) induced hyper locomotion, apomorphine (1.5 mg/kg subcutaneously [sc]) induced climbing, and haloperidol (1.5 mg/kg sc) induced catalepsy tests were used as animal models of schizophrenia. The study was conducted at the Animal Experiment Laboratories, Department of Pharmacology, Medical School, Eskisehir Osmangazi University, Eskisehir, Turkey between March and May 2012. Statistical analysis was carried out using Kruskal-Wallis test for hyper locomotion, and one-way ANOVA for climbing and catalepsy tests. RESULTS: In the amphetamine-induced locomotion test, there were significant increases in all movements compared with the amphetamine-free group. Both DHEA 50 mg/kg (p<0.05), and 100 mg/kg (p<0.01) significantly decreased all movements compared with the amphetamine-induced locomotion group. There was a significant difference between groups in the haloperidol-induced catalepsy test (p<0.05). There was no significant difference between groups in terms of total climbing time in the apomorphine-induced climbing test (p>0.05). CONCLUSION: We observed that DHEA reduced locomotor activity and increased catalepsy at both doses, while it had no effect on climbing behavior. We suggest that DHEA displays typical neuroleptic-like effects, and may be used in the treatment of schizophrenia.",D000661,Positive_Correlation,D006948
19531695,"OBJECTIVE: To describe a case of flecainide-induced delirium associated with a pharmacokinetic drug interaction with paroxetine. CASE SUMMARY: A 69-year-old white female presented to the emergency department with a history of confusion and paranoia over the past several days. On admission the patient was taking carvedilol 12 mg twice daily, warfarin 2 mg/day, folic acid 1 mg/day, levothyroxine 100 microg/day, pantoprazole 40 mg/day, paroxetine 40 mg/day, and flecainide 100 mg twice daily. Flecainide had been started 2 weeks prior for atrial fibrillation. Laboratory test findings on admission were notable only for a flecainide plasma concentration of 1360 microg/L (reference range 200-1000). A metabolic drug interaction between flecainide and paroxetine, which the patient had been taking for more than 5 years, was considered. Paroxetine was discontinued and the dose of flecainide was reduced to 50 mg twice daily. Her delirium resolved 3 days later. DISCUSSION: Flecainide and pharmacologically similar agents that interact with sodium channels may cause delirium in susceptible patients. A MEDLINE search (1966-January 2009) revealed one in vivo pharmacokinetic study on the interaction between flecainide, a CYP2D6 substrate, and paroxetine, a CYP2D6 inhibitor, as well as 3 case reports of flecainide-induced delirium. According to the Naranjo probability scale, flecainide was the probable cause of the patient's delirium; the Horn Drug Interaction Probability Scale indicates a possible pharmacokinetic drug interaction between flecainide and paroxetine. CONCLUSIONS: Supratherapeutic flecainide plasma concentrations may cause delirium. Because toxicity may occur when flecainide is prescribed with paroxetine and other potent CYP2D6 inhibitors, flecainide plasma concentrations should be monitored closely with commencement of CYP2D6 inhibitors.",D017374,Positive_Correlation,D003693
21750150,Homozygously deleted gene DACH1 regulates tumor-initiating activity of glioma cells.,1602,Association,8842
16844102,"Methamphetamine (MA)-induced dopaminergic neurotoxicity is believed to be associated with the increased formation of free radicals. This study examined the effect of alpha-tocopherol (alpha-TC), a scavenger of reactive oxygen species, and deferoxamine (DFO), an iron chelator, on the MA-induced neurotoxicity. Male rats were treated with MA (10 mg/kg, every 2 h for four injections). The rat received either alpha-TC (20 mg/kg) intraperitoneally for 3 days and 30 min prior to MA administration or DFO (50 mg/kg) subcutaneously 30 min before MA administration. The concentrations of dopamine (DA), serotonin and their metabolites decreased significantly after MA administration, which was inhibited by the alpha-TC and DFO pretreatment. alpha-TC and DFO attenuated the MA-induced hyperthermia as well as the alterations in the locomotor activity. The level of lipid peroxidation was higher and the reduced glutathione concentration was lower in the MA-treated rats. These changes were significantly attenuated by alpha-TC and DFO. This suggests that alpha-TC and DFO ameliorate the MA-induced neuronal damage by decreasing the level of oxidative stress.",D024502,Negative_Correlation,D008694
15036754,Organophosphate-induced convulsions and prevention of neuropathological damages.,D010755,Negative_Correlation,65036
19789368,"Vitamin D is associated with decreased risks of various cancers, including colon cancer. The vitamin D receptor (VDR) is a transcription factor, which plays an important role in cellular differentiation and inhibition of proliferation. A link between VDR and the RAS-mitogen-activated protein kinase (MAPK) or phosphatidylinositol 3-kinase (PI3K)-AKT pathway has been suggested. However, the prognostic role of VDR expression or its relationship with PIK3CA or KRAS mutation remains uncertain. Among 619 colorectal cancers in two prospective cohort studies, 233 (38%) tumors showed VDR overexpression by immunohistochemistry. We analyzed for PIK3CA and KRAS mutations and LINE-1 methylation by Pyrosequencing, microsatellite instability (MSI), and DNA methylation (epigenetic changes) in eight CpG island methylator phenotype (CIMP)-specific promoters [CACNA1G, CDKN2A (p16), CRABP1, IGF2, MLH1, NEUROG1, RUNX3, and SOCS1] by MethyLight (real-time PCR). VDR overexpression was significantly associated with KRAS mutation (odds ratio, 1.55; 95% confidence interval, 1.11-2.16) and PIK3CA mutation (odds ratio, 2.17; 95% confidence interval, 1.36-3.47), both of which persisted in multivariate logistic regression analysis. VDR was not independently associated with body mass index, family history of colorectal cancer, tumor location (colon versus rectum), stage, tumor grade, signet ring cells, CIMP, MSI, LINE-1 hypomethylation, BRAF, p53, p21, beta-catenin, or cyclooxygenase-2. VDR expression was not significantly related with patient survival, prognosis, or clinical outcome. In conclusion, VDR overexpression in colorectal cancer is independently associated with PIK3CA and KRAS mutations. Our data support potential interactions between the VDR, RAS-MAPK and PI3K-AKT pathways, and possible influence by KRAS or PIK3CA mutation on therapy or chemoprevention targeting VDR.",D014807,Negative_Correlation,D009369
16731636,Enhanced isoproterenol-induced cardiac hypertrophy in transgenic rats with low brain angiotensinogen.,24179,Association,D007545
16428827,Daidzein activates choline acetyltransferase from MC-IXC cells and improves drug-induced amnesia.,D000109,Association,D000544
